,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Kung Paw Chicken Bento(宮保雞丁便當),-0.00040739504,-0.0007742824,0.0049701342,0.0012189175,-0.0061018635,-0.003991365,0.005771356,0.002267051,-0.006275074,-0.003760642,0.00076124305,-0.0024018115,-0.0037581467,-0.0020441408,-0.0034768698,-0.005315925,0.002638484,-0.002727116,0.00018206061,-0.0031729534,7.534213e-06,0.00384404,0.003560525,0.0046790503,9.886078e-05,-0.0010622998,0.0022510726,-0.0018028372,0.0006971392,-0.0025384154,-0.00068730605,-0.0012306932,-0.003508851,-0.0020811916,0.0021209603,0.0033948317,0.004095224,-0.00020830092,0.0018346442,-0.0022251916,-0.0024612478,0.00096209766,-0.0014298096,-0.002346428,0.0007402956,-0.0030807485,0.00064075936,-0.0003852506,-0.0004227964,0.0032822962,-0.0036369315,-0.0014852019,0.0028252825,0.0017168373,-0.0028400817,0.0009149853,0.0066104955,-0.0036958563,-0.0032526627,0.0016038452,0.0018612931,-0.0027313896,-0.00013821654,-0.0038564738,0.0023099661,0.00059169816,-0.0017687877,0.0027111063,0.0011834198,0.0008431532,0.00018779785,0.000931032,0.0031969596,0.0030877597,-0.0020702214,0.002671686,-0.0008689319,-0.0030257483,-0.000988494,0.00039741714,0.004344654,0.0023810726,0.0013400705,-0.0021310165,-0.0008948149,0.0019830018,0.0009897127,0.003233004,0.000877433,0.0038508873,0.0016567551,0.003949651,-0.0005398574,-0.00080269016,0.005030509,0.002833796,-0.004563771,-0.0055130282,0.0007899891,0.0029417023
L1. Pad Thai*,-0.0035297647,-0.0059668114,0.0008496195,-0.00053237705,0.0012157465,-0.0009499104,-0.0026942485,0.007376465,0.0033865634,-0.004736654,-0.0022452604,-0.004847322,-0.0047832495,-0.00097647414,-0.004246551,0.00013718195,0.0023116705,-0.0036026426,0.0062492723,-0.004891741,-0.0017521018,0.0028550278,-0.0022418506,0.0028801365,0.004008732,0.0016358776,-0.008047331,0.008743089,-0.0022067819,0.0019487785,0.0005889656,0.0029890956,0.002772085,0.004564883,-0.00683751,-0.0017988018,-0.0025868593,-0.00192557,0.0016594697,0.002361924,0.00140623,0.0065053045,-0.0028819705,-0.0029499803,-0.0044562723,-0.0037573592,0.0027437373,0.0001317719,-0.0009865456,0.006495608,0.0046300725,0.00048543047,-0.00016811589,0.0009789497,0.0026215832,-0.005998845,-0.0035939286,-7.9304096e-05,0.006756545,0.0030028075,-0.0062789135,0.0010547349,0.008684481,0.00018034206,-0.0049083373,-0.0018797581,0.0023732432,-0.005206737,-0.0041922177,-0.0011736096,0.0042660125,0.0060011544,0.00013705785,-0.0076438785,0.00080998364,-0.003303868,0.0035631405,-0.005930176,-0.00065410766,0.0005159408,-0.00261406,0.0016369213,-0.0011945178,0.009028275,-0.0020402838,-0.0031360097,-1.7358456e-05,-0.001188853,0.0008746723,0.0035066288,-0.0029676831,0.0031079012,0.00518331,-0.00010646344,0.006765697,-0.003249568,-4.3020584e-05,0.0057294997,0.008121757,0.005667057
L2. Pad Si Ew*,0.0035769313,-0.004139054,0.0034085864,-0.0018228666,0.0010221208,-0.0015597934,-0.0011561074,0.007933849,0.005598321,-0.0014384069,-0.002907459,-0.0032887524,-0.0018476321,1.6402453e-05,0.0039092875,0.0018963871,-0.0040204404,-0.0008672979,0.006217306,-0.002747479,0.0025460364,0.0026990632,-0.0030199282,0.004533319,-0.0056401887,0.008016013,-0.003816234,0.0033130406,-0.004426355,0.007000567,0.0019770341,-0.0027530545,0.00032620993,0.0022129205,-0.0009623682,0.0006513628,-0.004183637,-0.0032654684,-0.0025336454,0.00020943815,-0.0033104299,0.00081118103,-0.0008008512,-4.9422187e-07,0.0010671323,-0.001393464,-0.0019184136,-0.003475422,-0.004045857,-0.0026483715,0.0068042856,0.00089315436,-0.00021855393,-0.005950416,0.0055925827,-0.0033685185,0.003663849,-0.0016822172,0.002027496,0.003341406,-0.004176293,-0.0026883539,-0.00038468558,6.141638e-05,-0.0026172337,0.0013140813,0.00443844,-0.00039721,-0.0050352314,-0.00067838625,-0.0037828574,-0.0011753393,-0.0013641604,-0.004511189,0.0043653366,0.0010780789,0.0007544661,0.0025282204,-0.0059010885,-0.00096808764,-0.0037333395,0.0035523905,-0.0008578713,0.009294751,-0.0020931268,0.0038545427,0.00011669999,0.0010086518,-0.0015576719,-0.0046739615,0.0058339997,-0.0004954082,-0.0024935594,-0.0023209546,0.0007242986,0.0018230798,-0.002640457,0.0034820416,-0.00045452686,0.006947013
L3. Pad Prink Khing,0.00017931995,-0.002472247,-0.0012145351,-0.006399197,-0.0010402644,0.0024446745,0.004576895,0.0023903325,-0.0010773649,0.0011786254,-0.0011280464,-0.0014504484,-0.0024412905,-0.0020827882,-0.0067227534,-0.0053992383,-0.0028880879,0.0024391785,0.002220142,0.0016164174,-0.0032427583,0.0009820467,-0.0031863097,-0.00029995167,0.004050874,0.0062535224,-0.004646074,-0.00026236568,-0.00032839074,0.005188825,-0.0004935746,0.0003632811,-0.0017076012,-0.0037224854,0.0016089847,-0.002207214,-0.006270092,-0.0050259745,0.0004994045,-0.0052249357,0.0037719598,0.00064770086,0.002189312,-0.0032270618,-0.002827733,-0.0024471704,0.0073741213,-4.9486214e-05,-0.0030239865,-0.0001745938,0.004943423,-0.005972587,0.001268137,0.0035459872,-0.00037566107,-0.0007957684,-0.0012561727,0.0012248543,-0.001946858,0.0042826943,-0.0002247946,-0.0023398695,0.0017583998,0.0029257853,-0.004281107,-2.41929e-05,0.0020284716,-0.00335542,-0.0004205006,0.0011221779,0.0032281643,-0.0015090788,0.0062106177,0.0019017678,-0.0012830895,-0.0035380211,0.0009921294,-0.00031778822,-0.0013776999,0.00016793748,-0.0067931223,-0.0018589267,-0.0027554848,0.003517324,-0.0029639497,-0.0023040508,0.002700299,0.0002533969,-0.0030741456,0.00016288937,0.0031898257,-0.004813004,0.0034562175,0.0009921285,-0.0019156154,0.0002809409,0.0015902802,0.001278902,9.392231e-05,0.0025064612
L4. Thai Fried Rice*,-0.004146489,-0.00076764735,-0.007268451,0.0015074293,0.0030826705,0.0018692884,-0.0021231927,0.0036472443,-0.00531639,0.0030834924,-0.003223349,-0.00055919477,-0.00021445907,0.0013261819,-7.8781355e-05,-0.00061961665,0.0019379953,0.0018015195,0.0011059847,-0.00586623,-0.0017886575,-0.0030335498,-0.00021212145,-0.0006241603,0.004368909,-0.0026436262,0.00041887592,0.0065187947,-0.0059770145,-7.791111e-05,0.0071076346,-0.0002557845,-0.0005236057,-0.000919058,-0.002969899,-0.0006654854,-0.0003976517,0.0036006942,0.0006324118,0.0015257437,0.00026540612,0.00020359503,-0.004673687,0.003742205,0.0034936524,-4.8279297e-05,0.00043257428,0.0011881874,0.001648238,-0.00012944017,0.0026735838,0.003120886,0.0005176151,-0.0014025839,-0.0023635451,-0.006923917,-0.0050936514,-0.0052405107,-0.00090471195,-0.003621569,0.0021241407,-0.00069969165,0.006842239,0.000185909,-0.0055065923,0.0014280294,0.00425899,0.0018272459,-0.0035380113,0.0037281371,0.00019778933,0.005741658,-0.00084326445,-0.0014491848,0.00067872414,0.002998674,0.00325982,0.0028793628,0.003777733,-0.002914111,-0.0011224152,-0.0062185475,-0.0024803656,0.0017751785,-0.0015142704,-0.0065968973,-0.0013478011,-0.0011233316,0.0019978974,0.00024357408,-0.003265865,0.0033666808,0.006115207,-0.00026670084,0.007049892,-0.003174048,0.0011838763,0.003490707,0.0062097013,-0.00024210748
"L5R. Red Curry with Bamboo Shoots, Bell Peppers and Basil Leaves",-0.00086204085,0.0013605645,0.0017415661,0.0022474676,0.00046759966,-0.00080558413,-0.0025469647,0.00015307982,-0.00047544405,0.0010374833,-0.0002687426,0.0015894606,-0.00039405655,0.001674911,0.0017261772,-0.0023345326,0.0016446302,-3.4075976e-05,0.00063617004,-0.00041279025,-0.00054097583,0.0021673497,0.0012075575,-0.003168517,-0.0006571347,0.0029498353,-0.0026828765,0.00013702732,6.063399e-05,0.0032637038,-0.0031123909,-0.0006915025,0.0035131746,-0.0019320681,-0.0004962502,0.0028469462,0.0022235771,0.00082311744,-0.000110740584,-3.242418e-05,0.00045805005,-0.0026786574,0.00019094683,-0.00029373728,0.0006253909,0.0010637974,0.0018919172,0.0027204712,0.0003007807,-0.0014617363,0.00083830795,0.000506418,0.0013911774,0.0001104048,0.0025453742,0.0004141267,0.0008734738,0.0037368492,0.0002492127,-0.0010490806,0.000109027686,0.0017041757,-0.0021527677,0.00020503424,0.0010309482,-0.00019088827,0.0029050522,0.0004923075,-0.0008713201,0.0025301,0.0012815378,0.0010937925,0.0014848509,-0.0008372435,-0.00035902075,0.0004771343,-0.0024481844,0.0015857074,-0.0018135341,-0.0017384209,-0.0010925783,0.00051561,-0.00050982204,-0.0027511497,0.0028745644,-0.00071759085,-0.004202471,-0.0012577769,0.0012125473,0.00042234221,0.0019245237,0.0012845214,-0.0007197528,2.0485895e-05,0.0011864877,-0.0012736237,-0.0008419061,-1.913915e-05,-0.0017444035,-0.00041660358
L5Y. Yellow Curry with Potatoes Topped with Crispy Shallots,-0.00076087145,0.0014227008,0.0039340993,-4.175701e-06,0.0031292262,-0.0046404325,-0.0019892585,0.0047988147,-1.9814412e-05,-0.0014847715,0.0020514126,-0.0025775102,-0.0018894533,0.0034347833,0.0016516631,0.00088409183,-0.00065364176,0.0027515627,-0.0021559452,-0.0027335528,0.0009680942,-0.0050548455,0.002355102,-0.0021816571,-0.0012531576,-0.0007957986,-0.0018737409,-0.0013702776,0.00040065323,0.0046164393,0.002035744,-0.0028609163,0.0021930155,-0.0051980247,-3.111735e-05,0.0005706612,-0.00027428725,0.0016098451,0.0031006127,0.0017277065,0.0023737834,-0.0014687593,0.00016740046,-0.00018679124,1.020651e-05,-0.0005049021,0.0048904144,0.0010988949,0.0020935787,0.0038263449,0.00101983,-0.0043143034,-0.00092710316,0.0032636062,0.0016134718,0.002674148,0.0017200416,0.0023062918,-0.0012178977,-0.000941464,-0.0009067907,0.00052614836,-0.00042305203,0.0020367927,0.0002578121,0.005999823,0.0028553833,0.0010468267,-0.00030188804,0.003312389,0.00058127556,-0.0017889946,0.00245722,0.0010820199,0.001361415,-0.0008779104,-0.0037640976,0.0009921523,0.0021380573,0.0010235047,-0.0036289096,0.004472269,-0.00079498626,0.0012286004,0.0020048574,-0.0010107636,0.0018149507,-0.0027026415,0.002112154,0.0015717593,0.0020236839,-0.0038973317,-0.000633609,-0.0025405711,0.0015619838,0.0018490813,0.0013791004,-0.0036837957,-0.0030981577,0.001885875
L6. Ginger Stir Fry,0.0025257857,-0.004181435,-0.0012123283,0.0025592975,-0.004050861,0.001304877,0.0047788452,0.0032982545,-0.00038552494,-0.002766336,-0.0046217986,0.0015294183,0.0047044237,0.000825825,0.0023261253,0.00067304913,0.0034017174,0.00050236395,-0.0009333566,0.00052555534,0.002716627,-0.0010915379,-0.00362523,-0.0022512206,-0.0020736202,-0.0015703487,-0.0007650978,-0.0038573612,0.0032822893,0.0014711734,-0.00046883817,-0.0016613902,0.0024888255,-0.0008739306,-0.000595948,0.0018491425,-0.0034135028,-0.00041586402,0.0011145243,-0.002825863,0.0022384909,0.0033547843,0.0020349387,0.002585621,0.00051950436,0.0017816122,-0.0011506408,-0.0027224866,0.007008556,-0.0031338355,-0.0015811146,-0.007029166,-0.004788351,-0.000107246764,-0.00060543045,0.00767401,-0.002042931,-0.00085380557,0.006680016,0.00075286586,-0.0010392693,0.002978078,0.00073554885,0.0018722056,0.00087203464,0.006576206,-0.0026600405,0.003019371,-0.0047095492,0.0002590761,0.0020861228,0.0020088658,0.0059188884,-0.0024074896,0.004864626,-0.002437673,0.003321123,0.0012126254,-0.0067253932,-0.004182778,-0.006819025,-0.0015588723,-0.00038914673,0.002879981,0.0022183051,-0.0033706983,-0.002013581,-0.0011525302,0.0007580202,-0.0053005344,0.00560241,-0.00223808,0.0013178863,0.008012775,0.0008281286,-0.0020206894,-0.0015747524,0.0020571658,-0.00022181465,0.0061847777
L8. Fresh Vegetable Stir Fry in Curry,0.002895946,0.00060399104,0.00073980633,0.0016649747,0.0011043601,-0.0012014462,0.000688277,0.0007676823,-0.00244217,-0.002397099,-0.001211156,0.0009274911,0.0014620445,0.0010451856,0.002754181,-0.0008887153,-0.0014344882,-0.0016791912,-0.0010593127,-0.0010840496,0.0005444456,-0.0005674283,-0.0043666353,-0.0018373529,-0.0032100019,0.00041570608,-0.0016703362,0.0023169501,0.002734201,0.002685885,2.552367e-06,-0.004376359,0.0009301633,-0.00035374673,-0.0057229493,0.0028018241,-0.00073392154,0.0009815221,-0.0014291938,-0.00087634753,-0.0025170057,0.00084919395,0.0034350595,0.005622944,-0.00045363823,-0.002739571,0.00029245848,-0.0031527912,0.0016654521,0.0020436351,-0.001731583,-0.0048768925,-0.00019652513,-0.0015973089,-7.751825e-05,0.00560002,0.00031190668,-0.00094347546,0.0017412325,-0.003292187,-0.003229033,0.0017418637,0.0025988468,-0.0015450666,-0.0021139197,0.0057303566,0.0014315955,0.0028417706,-0.0038536787,-0.00034773807,-0.0012969639,-2.2138158e-05,0.0016304269,-0.0005467607,0.0004026205,0.0054161325,-0.0028742782,0.0039664577,-0.0032337063,-0.0033640899,3.9328665e-05,-0.0017762397,-0.002441744,0.0020928972,0.0010052755,0.002278705,-0.002368794,6.2011415e-05,0.0007491167,0.0013183517,0.0028261945,-0.0017614939,-0.002879042,0.0018212898,0.0014757185,-0.0019290387,-0.0025942978,0.0012696829,-0.00034571742,0.0003624156
L9. Cashew Stir Fry,0.0035318832,-0.0005247107,-0.0019266425,0.00064900174,-0.0022770308,-2.070563e-05,0.0050844434,0.002837077,-0.004706208,-0.0038094642,-0.002003363,0.0006625636,0.002516088,0.003932304,0.0008117533,-0.002496036,0.0026429293,0.0023367752,0.00317782,-0.0005861961,0.00067543745,-0.0005532221,-0.0064163455,-0.0022905283,-0.001303656,-0.001565509,-0.0019972518,0.0010072546,0.0031773187,0.00210606,0.003189626,-0.0042897384,0.0029609243,-0.0021897142,-0.0048661963,0.0024411266,-0.004328603,0.0024284455,0.0010798305,-0.0026170097,0.00073422334,0.0011320598,0.001715207,0.0033829424,0.00024348272,0.00038546693,-0.00048261354,-0.0024527342,0.0021959064,0.0015947087,-0.00642623,-0.0073892563,-0.0032762743,-0.0018544561,0.0018735011,0.0073052407,-0.0027698055,-0.0014849901,0.008997382,0.0032993928,0.00048726192,0.003425218,0.000823584,0.004249567,-0.0016206309,0.008772218,-0.0004203335,-0.0004948015,-0.005607633,0.0028016146,-0.00035238368,-0.0017406425,0.0027060688,-0.0016668852,0.001017169,-0.0035743027,0.0036131784,0.006605409,-0.0019797818,-0.0027126335,-0.0046114735,0.0024233249,-0.002126672,0.006162873,0.006838878,0.00030978266,0.0016818942,-0.00035374225,-0.003477046,-0.0046772095,0.0047841812,-0.0031964574,-0.003445344,0.005740209,0.0008378907,-0.0015237714,0.0017196657,0.0010206647,-0.00016598,0.0056804456
Mac N Cheese × 2,-0.0015942557,0.0035217563,-0.0021238136,-0.0020876776,0.0051575545,-0.0023194249,0.005686324,0.0064073512,0.0015640699,-0.0065868096,-0.0011242009,0.0013447271,-0.004568252,0.0021189775,-0.004039905,-0.002289373,-0.00013710419,-0.0019016685,0.0012951683,-0.0067910478,0.0045003737,0.0031813611,-0.00024248217,0.0019999342,0.002389657,-0.0036236588,0.00290359,0.00032218586,0.00077057723,-0.0026506132,-0.00059083547,0.0056884214,0.00017818995,0.001045183,-0.0019994278,0.00036252826,0.0082553625,-0.00056937523,0.0014224194,-0.0027086153,0.002488966,0.0010755684,0.0039440403,0.003507681,0.0068658856,0.0021513966,-0.0005423443,-0.0010260169,0.0019553213,0.0014411474,-0.002965844,0.0066936947,0.0018089713,-0.0021728622,-0.0027668301,-0.005996032,0.002919212,-0.0029216213,7.259671e-05,-0.0045147645,0.0031439692,0.00759341,0.00028046384,-0.008172532,-0.0011235605,0.00037185592,0.004896581,0.0019291262,-0.00707814,-0.004542116,-0.00926316,0.0018329192,-0.00085601467,0.0017139763,0.0023849965,0.0017524976,-0.0020245402,-0.0003698575,-0.007418858,-0.002242079,0.0028094973,0.0027111683,-0.0043520797,7.293094e-05,0.007698222,0.0034394637,0.007835696,-0.005573023,-0.0030226978,0.0011262253,-7.340638e-05,0.0019046697,0.0017480793,0.002869112,0.006652589,0.004906455,0.0009121004,-0.004339484,0.0021953173,-1.465762e-05
Mac n Cheese,-0.0015942557,0.0035217563,-0.0021238136,-0.0020876776,0.0051575545,-0.0023194249,0.005686324,0.0064073512,0.0015640699,-0.0065868096,-0.0011242009,0.0013447271,-0.004568252,0.0021189775,-0.004039905,-0.002289373,-0.00013710419,-0.0019016685,0.0012951683,-0.0067910478,0.0045003737,0.0031813611,-0.00024248217,0.0019999342,0.002389657,-0.0036236588,0.00290359,0.00032218586,0.00077057723,-0.0026506132,-0.00059083547,0.0056884214,0.00017818995,0.001045183,-0.0019994278,0.00036252826,0.0082553625,-0.00056937523,0.0014224194,-0.0027086153,0.002488966,0.0010755684,0.0039440403,0.003507681,0.0068658856,0.0021513966,-0.0005423443,-0.0010260169,0.0019553213,0.0014411474,-0.002965844,0.0066936947,0.0018089713,-0.0021728622,-0.0027668301,-0.005996032,0.002919212,-0.0029216213,7.259671e-05,-0.0045147645,0.0031439692,0.00759341,0.00028046384,-0.008172532,-0.0011235605,0.00037185592,0.004896581,0.0019291262,-0.00707814,-0.004542116,-0.00926316,0.0018329192,-0.00085601467,0.0017139763,0.0023849965,0.0017524976,-0.0020245402,-0.0003698575,-0.007418858,-0.002242079,0.0028094973,0.0027111683,-0.0043520797,7.293094e-05,0.007698222,0.0034394637,0.007835696,-0.005573023,-0.0030226978,0.0011262253,-7.340638e-05,0.0019046697,0.0017480793,0.002869112,0.006652589,0.004906455,0.0009121004,-0.004339484,0.0021953173,-1.465762e-05
Madras Coconut Chicken,0.00066525396,-0.0014278245,0.0065948516,0.0064565935,-0.006375903,-0.005226079,0.006376688,0.0015112153,-0.005427214,-0.00063846837,-0.00014648726,-0.00020581472,-0.0022669628,0.004183726,-0.0030199264,-0.0015857499,0.0011221502,0.0031068474,-0.005549522,-0.0065607005,-0.00055824424,0.0020625119,0.004717048,-0.006046673,0.0017871008,0.00047546686,-0.0015550699,0.006434441,-0.0068364143,0.0036124222,-0.00769981,0.0033040096,0.0031706535,-0.004454619,-0.00074600516,0.0017953649,0.00021281435,-0.004285037,-0.0041409577,-0.0010271082,0.0026158383,-0.00031678472,-0.0027682278,-0.0012563085,0.0054493467,-0.00046048392,-0.0031361382,-0.0001957373,0.003289554,0.00031229915,-0.005990865,-3.1799387e-05,0.00042977897,0.0008792444,0.0006405374,-0.00026389165,0.0014002575,-0.0021541223,-0.0019311747,0.0053240373,0.0028015878,0.001349486,-0.003807158,-0.0017197969,-0.0008210251,0.0049118367,-0.0027343628,0.008232565,-0.003966591,0.0019413721,0.0046526683,0.0013211583,0.0034535164,-0.0045747883,0.0015198401,0.00066115387,0.006133375,-0.0039421148,-0.0014888596,-0.007796582,-0.00084318593,0.0021563491,-0.0037722357,0.0033621502,-0.0021568632,-0.000857413,0.003912589,0.003906277,0.00033990425,0.0026686762,0.0027185131,0.00070381555,-0.0009848606,0.0036394063,0.00032304102,0.001774502,-0.0014440147,-0.0038843134,0.004652081,0.0008107568
Mango & Coconut with black glutinous rice芒椰黑糯米,-0.0035294704,0.0024156093,0.003849503,0.006140778,0.00019670534,-0.002886263,0.0017311551,0.0021235312,-0.0029656887,-0.00457998,0.00041677835,-0.0018391367,0.0023398108,0.0004646494,0.0014724043,0.0027884536,0.002275988,-0.0010878529,0.0015165849,-0.00019471328,0.003307942,0.0017986186,0.002426454,-0.0007978496,-0.0018816204,0.0050450657,-0.001774916,0.004024265,8.989244e-05,0.001527309,0.00047396627,-0.0003934562,-0.003885051,-0.0037506884,0.00011432691,0.0005398374,0.0060265125,-0.00293078,-0.004091377,0.004785735,0.0031045675,-0.0026930822,-0.004110606,-0.00037444232,0.0033459521,-0.0015048495,0.00029270598,-0.00034066182,0.00058731047,-9.646127e-05,0.0019650492,-0.0033156693,-0.00449294,-5.2524265e-06,-0.0025113143,0.0051073637,-0.002558611,0.0004929911,0.0021828786,0.0015015205,-0.0017477106,-0.0017335187,0.00048848806,-0.00062702916,0.0034187653,-0.00026590796,-0.002167074,-0.00021729754,-0.0019803212,0.00090929447,-0.0019521593,-0.001728795,0.0025800753,0.004090529,-0.002231273,-0.00025434568,-0.002672891,0.001400933,0.0012547163,-0.0015182142,-0.004011296,0.002704554,0.0021358372,-2.4928402e-06,0.0014916643,-0.0007407614,0.0031650185,0.0027943973,0.002801249,-0.0023365726,-0.0005466694,-0.0003008494,-0.00031413665,-0.0004319645,-0.00037131784,-0.00028001494,0.001361488,-0.0025875305,-0.00030457915,0.000997677
Mango & Coconut with mango jelly芒椰芒果爽,-0.003254997,0.004876335,0.0016461188,0.002391291,0.0028141518,-0.005019402,0.0015933188,0.0028008956,0.0006914175,-0.006210619,0.0027090586,0.0005780128,0.0023953868,-0.0020029976,0.0024213248,-0.00016934509,0.005208429,-0.0015731402,-0.005485826,-0.0014053341,0.002492027,-0.0009131124,0.0040267906,0.00039360943,-0.0035155087,0.002766846,0.0023316923,0.0036439977,-0.00031859335,0.0045483448,0.0013101881,-0.0026499685,-0.0016510788,-0.0042990684,0.0032851591,0.003412292,0.005756165,-0.0012869595,-0.0049319314,0.0078063398,0.0036553554,0.0013195111,0.001640087,0.00084458926,0.00595452,-0.00013838177,-0.0004659475,-0.00078577816,0.00048996066,-0.0010843261,0.0006292291,-0.0023840482,-0.00078955013,-0.0027378323,-0.0025700014,0.0030286056,-0.00047216992,0.0077466303,0.00040592495,0.00071658316,0.0010987816,0.002392395,0.0016028348,0.0012284074,0.0006817287,0.0011042922,-0.0009168292,0.0060823383,0.0019272554,-0.0025493733,0.0030426558,-0.004746804,0.0011839101,0.0065839067,-0.0008926528,-0.0020206622,-0.0027223981,0.001726642,-0.00043076935,-0.0009275226,-0.0049037095,0.00418707,0.0004854823,0.0017222892,0.001363803,-0.0014358036,0.004427123,0.0007866584,0.0019283872,-0.004123749,-0.0021226401,0.000467112,-0.00174773,-0.0006445991,0.0015566321,-0.0011265541,0.0039659394,-0.002799219,-0.0022288118,-0.0016644314
Mango & Coconut with red bean芒椰红豆,-0.0009916057,-1.7772661e-06,0.0039808294,0.004643715,0.0022269418,-0.0047509144,-0.0008643057,-0.0017369038,0.0024723518,-0.00422324,0.0036026635,-0.0019172998,0.004061005,-0.00091069157,0.0034486023,0.00052542664,0.0053249076,0.0008828497,-0.0004870409,0.0018704198,-0.00048368442,0.0014758279,0.0067077326,-0.0023044802,-0.0017772656,0.0024286753,-0.002432995,0.0044836095,-0.0021390035,0.005555348,0.0015501904,0.0022170614,0.00037311128,-0.0045543266,-0.0013185047,0.0023095417,0.0016501781,-0.0025148091,0.00037427217,0.005707096,0.0039300984,-0.0022942103,-0.00088118424,-0.0009931679,0.0056457026,0.0021126452,-0.002362999,-0.0005127457,8.3024615e-06,-0.00047631253,0.0023816822,-0.00024812247,0.00050714903,-0.0018519216,-0.0042684856,0.003178881,-0.0014776975,0.007266266,0.0007376986,0.00217407,0.0012160696,0.0021443348,-0.0022998352,-0.0008642264,0.0022305287,3.814781e-05,-0.0010494934,0.0006559534,-0.00045054452,0.00035747126,0.0019135851,-0.0013117626,-0.00057856727,0.0039690337,-0.00095183647,-0.00067428255,-0.00218896,-0.0026277697,0.0016358237,-0.0012671695,-0.00233882,-0.00052644126,-0.0008476502,-0.0019672506,-0.0012198661,-0.00058419304,0.0017476339,-0.00066198024,0.0024790552,-0.002889861,-0.00028103738,0.00048039696,-0.004157161,-0.0005898258,0.001924501,-0.00033028115,0.0014623274,-0.0039166976,-0.0026688145,-0.0013786999
Mango & Coconut with sago芒椰西米,-0.0008102355,0.0042920853,0.002517995,0.004463463,0.0043165945,-0.004487196,0.0040642316,0.0049670297,-0.0019707934,-0.0063410327,-6.045564e-05,-0.0014904432,-0.0017359909,0.0014379072,0.0021443057,0.001133548,0.0033457011,-0.0012730084,-0.0024192368,-0.0024465842,0.0017001963,0.0019038294,0.003117559,-9.7206095e-05,-0.0018499439,0.002032596,-0.00207481,0.002183963,-0.0035091396,0.002906105,0.0010171947,-0.0006061461,-0.0042234967,-0.003920803,7.486064e-05,0.0011108438,0.0013806667,0.0021112305,-0.00086878217,0.0029526479,0.0065108244,-0.0012356524,-0.0009575192,-0.0001639299,0.0056028995,0.0013428576,0.0007808006,2.1907268e-05,0.0043219067,0.00036964082,0.0025920542,-0.0030631926,-0.0015575907,-0.005767055,-0.0045360196,0.0033553066,-0.0011479266,0.004776403,0.0029465244,0.0009482916,-0.0007702785,-2.9972172e-05,-0.00023494485,0.0020539185,-7.031928e-05,0.0019883632,0.0009551379,0.0008613693,-0.00043737516,-0.0018036431,0.0020718207,-0.0042487755,0.0006877399,0.0030628103,-0.0022404618,-1.3796147e-05,-0.0009737974,-0.0021953534,-0.0011544374,-0.00052516314,-0.007695853,0.0036626577,-0.0025026873,0.0024707248,-0.000263226,-0.0007869211,0.003070411,0.0029620572,0.000827251,-0.005317984,-0.0025187684,0.00054056535,0.0005459619,0.00092793687,-8.954783e-06,0.00096862833,0.0019819892,-0.003350148,-0.0034963815,-0.002994214
Mango & pomelo W sago 杨枝金捞,-0.005274018,0.0041748784,0.00033104385,0.0029990165,0.002361999,-0.0017231852,0.002762952,0.0041623227,0.0052558063,-0.005244019,0.0039037163,0.003236595,0.005782099,-0.0037698057,0.0018312228,-0.002145825,0.0006331718,-0.0013328972,-0.0016104518,0.00092863955,-0.0005876591,0.0015100896,-0.002711616,0.0014812041,0.001422983,0.00076664437,0.00054523343,0.0027830002,-0.002127129,-0.005178239,-0.0036808946,-0.003078234,-0.0056932266,0.0028535365,-2.269249e-05,0.004873856,0.0017237742,-0.0023590573,0.0010094659,-0.0006206798,0.0012762239,-0.0013449362,-0.0028725665,-0.0029316812,0.004054508,-0.0047493745,0.0018308837,-0.0059161517,-0.0006621876,0.00027137145,-0.0008781806,-0.0011562697,-0.005445567,-0.003862311,-0.0015885634,0.0020841544,0.00025369093,0.0012699105,0.0005830597,-0.0011775171,0.0029431586,0.0019237106,0.0060942792,-0.0056488346,-0.004081411,0.002983735,-0.00362679,0.0015565165,0.0035169867,-0.0017497232,0.006261512,-0.00045914028,0.000919816,0.005664463,0.0021588602,0.0011798525,-0.002985312,-0.0014650513,-0.003884314,0.0026860912,-0.0012220376,-0.0023899458,-0.0011522423,-0.00016860524,-0.0020370716,0.00098394,0.0037454572,-0.0013357168,-0.0004532379,-0.0044328896,-0.0043979376,-3.140536e-05,0.003416093,0.003069067,0.005212133,-0.0015681792,0.0027724002,-0.0014484625,-0.0068135518,-0.0022717766
